question_id,question_content,question_tags
1053479,male 22 get pvcs often had ecg  24hecg  stress ecg  echo  cardiac mri mra safe to ignore the pvcs its a quick skipped beat feeling,stress  arrhythmia  premature ventricular contraction  electrocardiogram  mri  echo  magnetic resonance imaging
1055133,please tell me  could a long term infected tooth cause dizziness,dizziness  vertigo
1055181,please tell me  could a person have both essential tremors + parkinsons,tremor
1056553,is it possible for me to take ultram  benadryl and zyrtec d,zyrtec d  zyrtec  tramadol  diphenhydramine  cetirizine  benadryl  ultram
1056873,need doctors help will mucinex be tken with melatonin,mucinex  melatonin
1057303,could small whitish discharge from sore breast after hvn unprotected sex mean one is pregnant,breast pain  pregnancy  sex
1057560,can normal echo and ekg   cardiologist saying everything is fine mean that my heart is ok even if still have palps sometimes anxiety im 19  scared,feeling anxious  electrocardiogram  echo  anxiety
1058339,is it possible for you to take zyrtec and benadryl in the same day,zyrtec  diphenhydramine  cetirizine  benadryl
105835,lump and ache pain  behind knee bakers cyst or tumor or varicose vein,asymptomatic  knee pain  ubakers cyst  neoplasms  cancer  varicose veins
105840,what do you feel during an angiogram,catheter  angiogram
1058474,the cavities in my teeth are causing ear ache  what can i do for this,caries  earache  dental caries  tooth decay
1059262,i had a total thyroidectomy 3 months ago on 9 calcium and 3 calcitrol a day my blood vitamin d is 20 is this low i am having tingling in arms  hands,tingling  thyroidectomy  vitamin d  calcium  calcitriol
1059672,server pain in rght armpit and elbow w tingling down to distal forearmatrophy in armpit  elbow  and thenar mscle of hand,tingling
1060233,can you naturally cure 15cm ovarian cyst without surgery,ovarian cyst  surgery
106131,i have sore throat  and ear infection in both ears for 2 weeks i dont have money to go to doctors is this seriouse or will it go away,throat pain  ear infection  sore throat  otitis media
106148,my vagina feels irritaded dry and itchy i was treated for yeast infection two weeks ago could i still have it,yeast infection  candida  yeast  female health
1061658,can i take 10 mg of celexa with 150 mg of wellbutrin xl for anxiety and minor depression,feeling anxious  depression  citalopram  wellbutrin  celexa  bupropion  anxiety
1061865,do i have any reason to fear scanormal ekgs normal heartbeat  just fast  a normal echo  normal stress test and overall normal blood workscared,stress  stress test  echo
106204,i havent had a period since january   until 3 26 2012  and im bleeding real bad and having bad cramps  and i passed a blood clot this morning,menses  blood clot  female health  endometrium  menstrual period  menstrual  menstrual cycle
1062072,i had a chemical peel and my face stings and itches what should i do,chemical peel
1062349,19 yr old with trouble with back and neck for years but lately knees and wrists and even elbows are in pain  hurts walking  sitting  sleeping,sleep
1062492,headaches in back of head near neck skull  fullness in ears  achyness in jaw especially in morning  some vertigo  i can crack neckwhich helps  what is,dizziness  headache  ear fullness  vertigo
1063198,im 6 weeks pregnant now i had a blood hcg  and it was 400 at the day i missed my period so does that mean i ovulated early or having a female baby,ovulation  pregnancy  menstrual period  menstrual cycle
1063398,i cut my hand on monday between my thumb and index finger with a kitchen knife today i woke up and by throat is really sore  is it possible i have that i have tetnus or another infection as a result,
1063501,back\\leg pain11week  3rd bout in 12mmri shows l5s1protusion  doesnt show foot drop causenerve block didnt worknuero did emg\\normalis discectomy next,footdrop  foot drop  nerve block  magnetic resonance imaging  mri  nerve  electromyography  diskectomy  discectomy
1064137,what is the risk of skin cancer from painful mole,moles  skin cancer  melanoma  cancer
1065442,is there any kind of cosmetic procedure or plastic surgery i can get for my teeth to show a little bit while my jaw is at rest,surgery  plastic surgery
1065617,there is an itchy red bump  scab on my lower leg  how do i treat this,tinea
1066695,bump neer vagina on inner thigh is this herpes,herpes
1067400,my acne is going away  but i have quite a few red marks on my face are there any quick and easy treatments to help get rid of them,acne  pimples  facial pimples
1068078,brown discharge 6 days after ovulated one day late for period all neg test we are ttc can i still be pregnant even though i get neg results,ovulation  trying to conceive  trying to conceive  pregnancy
1068784,i hav anxiety panic disordstartd meds lst wkfeel dizzy tired scard im goin to diei was checkd all ova@drs frihardly no sleep in a wkwill i be ok,dizziness  feeling anxious  panic disorder  anxiety  celexa  sleep
1068842,bloating like 3 or 4months pregnant  very sore breast  abdomen pain and fatigue im ttc and 9dpo can these be sign of implantation or early pregnancy,abdominal bloating  abdominal pain  lethargy  breast pain  trying to conceive  trying to conceive  pregnancy
1068857,first tingling handsfeet about a weeknow only here and therethan dry flacky skin including faceup arm leg tomonth later numbness now 2 days  small red painless spot under skin finger print area,numbness  tingling  tingling hands
106934,do they still make that sticky tape you put on your nose to help prevent snoring,snoring  sleep apnea  snoring
1069707,when i get cold  the my hands and the bottoms of my feet turn red  swell  and are really itchy and feel like im walking on balls  whats wrong,vascular disease  scleroderma  collagen vascular disease
1069882,what are the chances of an anxiety depression psychosis  episode will happen again now that i am doing better 1yr and on lexapro for 7 months,feeling anxious  depression  psychosis  psychoses  anxiety  lexapro
1070198,could you get pregnant if you had anal sex but sperm might have dripped down to the vagina i got my first depoprovera shot almost 2 weeks ago,sperm  sex  pregnancy  depo provera
1070455,2012 i had ectopic pregnancythis month nov 2013 i am late by 42 days with my periodsbeta hcg below 2  hpt negative am i pregnant or no,ectopic pregnancy  pregnancy
1070572,when i exercise my chest i feel a sensation as if something was stuck in my sternum echo  ekg  stress test  holter came back clear whats the cause,stress  holter monitor  stress test  exercise  electrocardiogram  echo
1070786,i had ovarian cyst and one ovary removed when can i   expect my next menstrual period,menses  ovarian cyst  menstruation  menstrual cycle  menstrual  menstrual period
1070866,pos ana 1:640 homogenous nuclear staining normal c3 and c4 what is going on most likely lupus scleroderma had slightly elevated ace test,systemic lupus erythematosus  dermatosclerosis  scleroderma  ana
1071162,slightly elevated ace with normal crp and esr also normal c3 and c4 ana 1:640 i have small fiber poly neuropathy insight pleasedoes this look bad,neuropathy  nerve damage  fiber  esr  ana
1071296,lap surgery right ovary removed 14cm cyst appendix too endometriosis on left ovary and uterus too normal to have pain after 6 weeks on left side,endometriosis  surgery
1071430,left arm pain anxiety  er: normal ecg bp  26 years old  very fit felt washed out chest pressure a few times over next month  heart  lung  gi issue,chest pain  arm pain  feeling anxious  chest pressure  gastroenterology  blood pressure  electrocardiogram  anxiety
1071540,could knee  foot  calf  and leg pain be caused my lyme disease or mono or ra what types of tests should i have  i do have a back history,leg pain  mono  ra  lyme disease  rheumatoid arthritis
1071687,skin is numb from inner right ankle all the way to knee  pins and needle sensation when i touchstarted a week ago after i pressed a wart on front leg,warts  verruca  numbness  tactile
1072156,can hydroxyzine really help with anxiety,feeling anxious  hydroxyzine  anxiety
1075022,i couldnt get peroid since three month i went to doc she said ur pregnancy in border line then she give me hcg test n then said ur hcg is normal,body odor  pregnancy  pregnancy test
1075333,i have mild nausea  an inconsistent sore throat  no rash  headache  or fever  but i do have congestion  minimal cough  aches  fatigue,throat pain  sore throat  skin rash  rash  headache  fever  cough  nausea  lethargy  mild nausea
1075671,period is 2 months late  negative pregnancy tests  lots of discharge  headaches  fatiguemy period has never ever been late could i be pregnant,headache  lethargy  menstrual cycle  menstrual period  pregnancy
